InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Generation,Arch
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.82895926,0.57300746,ap-northeast-1,ap-northeast-1a,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.56135954,1.42005146,ap-northeast-1,ap-northeast-1a,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.28435926,0.71418146,ap-northeast-1,ap-northeast-1a,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.15748513,0.98485052,ap-northeast-1,ap-northeast-1a,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.16517926,0.36723566,ap-northeast-1,ap-northeast-1a,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.38597926,0.43568366,ap-northeast-1,ap-northeast-1a,ecs.gn6i,X86
ecs.sgn8ga-wy-128g-m24.16xlarge,RTX 5880,1,64,128,RTX 5880 24GB,2.17591886,0.68056494,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-128g-x1.16xlarge,RTX 5880,1,64,128,RTX 5880 48GB,3.47656886,1.08376644,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-12g-m2.3large,RTX 5880,1,6,12,RTX 5880 2GB,0.19474946,0.06640243,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-16g-m2.2xlarge,RTX 5880,1,8,16,RTX 5880 2GB,0.26835866,0.08922128,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-16g-m4.2xlarge,RTX 5880,1,8,16,RTX 5880 4GB,0.35517446,0.11613418,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-256g-x1.16xlarge,RTX 5880,1,64,256,RTX 5880 48GB,4.34366426,1.35256601,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-32g-m12.4xlarge,RTX 5880,1,16,32,RTX 5880 12GB,0.83214386,0.26399469,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-32g-m8.4xlarge,RTX 5880,1,16,32,RTX 5880 8GB,0.65848466,0.21016034,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m12.8xlarge,RTX 5880,1,32,64,RTX 5880 12GB,1.06703366,0.33681053,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m16.8xlarge,RTX 5880,1,32,64,RTX 5880 16GB,1.22228366,0.38493803,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m24.8xlarge,RTX 5880,1,32,64,RTX 5880 24GB,1.74236426,0.54616301,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m8.8xlarge,RTX 5880,1,32,64,RTX 5880 8GB,1.04891426,0.33119351,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-x1-ne.8xlarge,RTX 5880,1,32,64,RTX 5880 48GB,2.86964473,0.89562,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-x1.8xlarge,RTX 5880,1,32,64,RTX 5880 48GB,2.60945966,0.81496259,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-8g-m2.xlarge,RTX 5880,1,4,8,RTX 5880 2GB,0.18181886,0.06239394,ap-northeast-1,ap-northeast-1a,ecs.sgn8ga-wy,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.82895926,0.24536786,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.56135954,0.60057986,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.24xlarge,T4,4,96,372,T4 16GB,9.11535954,1.55686466,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.28435926,0.30456986,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.15748513,0.41807624,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.16517926,0.15907646,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.38597926,0.18778046,ap-northeast-1,ap-northeast-1b,ecs.gn6i,X86
ecs.gn7e-c16g1.16xlarge,A100 80G,4,64,500,A100 80G 80GB,20.53458354,5.75597586,ap-northeast-1,ap-northeast-1b,ecs.gn7e,X86
ecs.gn7e-c16g1.32xlarge,A100 80G,8,128,1000,A100 80G 80GB,41.06042892,12.73476282,ap-northeast-1,ap-northeast-1b,ecs.gn7e,X86
ecs.gn7e-c16g1.4xlarge,A100 80G,1,16,125,A100 80G 80GB,5.14026954,1.18899116,ap-northeast-1,ap-northeast-1b,ecs.gn7e,X86
ecs.gn7e-c16g1.8xlarge,A100 80G,2,32,250,A100 80G 80GB,10.27166154,2.36921132,ap-northeast-1,ap-northeast-1b,ecs.gn7e,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.63487926,0.82284266,ap-northeast-1,ap-northeast-1b,ecs.gn7i,X86
ecs.gn7i-c32g1.16xlarge,A10,2,64,376,A10 24GB,5.84475954,1.81790546,ap-northeast-1,ap-northeast-1b,ecs.gn7i,X86
ecs.gn7i-c32g1.8xlarge,A10,1,32,188,A10 24GB,2.92674926,0.91332236,ap-northeast-1,ap-northeast-1b,ecs.gn7i,X86
ecs.gn7i-c48g1.12xlarge,A10,1,48,310,A10 24GB,3.51035126,1.09423898,ap-northeast-1,ap-northeast-1b,ecs.gn7i,X86
ecs.gn7i-c56g1.14xlarge,A10,1,56,346,A10 24GB,4.21070113,1.31134748,ap-northeast-1,ap-northeast-1b,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.48901313,0.7776242,ap-northeast-1,ap-northeast-1b,ecs.gn7i,X86
ecs.sgn7i-vws-m2.xlarge,A10*1/12,1,4,15.5,A10*1/12 2GB,0.35840322,0.11713509,ap-northeast-1,ap-northeast-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m2s.xlarge,A10*1/12,1,4,8,A10*1/12 2GB,0.35840322,0.11713509,ap-northeast-1,ap-northeast-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4.2xlarge,A10*1/6,1,8,31,A10*1/6 4GB,0.63731878,0.0904546,ap-northeast-1,ap-northeast-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4s.2xlarge,A10*1/6,1,8,16,A10*1/6 4GB,0.63731878,0.0904546,ap-northeast-1,ap-northeast-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8.4xlarge,A10*1/3,1,16,62,A10*1/3 8GB,1.17954865,0.37169017,ap-northeast-1,ap-northeast-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8s.4xlarge,A10*1/3,1,16,32,A10*1/3 8GB,1.17954865,0.37169017,ap-northeast-1,ap-northeast-1b,ecs.sgn7i-vws,X86
ecs.ebmgn7i.32xlarge,A10,4,128,768,A10 24GB,11.68064154,1.52608652,ap-northeast-1,ap-northeast-1c,ecs.ebmgn7i,X86
ecs.ebmgn8is.32xlarge,L20,8,128,1024,L20 48GB,23.17097556,3.01982999,ap-northeast-1,ap-northeast-1c,ecs.ebmgn8is,X86
ecs.gn7e-c16g1.4xlarge,A100 80G,1,16,125,A100 80G 80GB,5.14026954,1.59951356,ap-northeast-1,ap-northeast-1c,ecs.gn7e,X86
ecs.gn7e-c16g1.8xlarge,A100 80G,2,32,250,A100 80G 80GB,10.27166154,3.19024508,ap-northeast-1,ap-northeast-1c,ecs.gn7e,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.63487926,0.82284266,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn7i-c32g1.16xlarge,A10,2,64,376,A10 24GB,5.84475954,1.81790546,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn7i-c32g1.32xlarge,A10,4,128,752,A10 24GB,11.68064154,3.62702888,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn7i-c32g1.8xlarge,A10,1,32,188,A10 24GB,2.92674926,0.91332236,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn7i-c48g1.12xlarge,A10,1,48,310,A10 24GB,3.51035126,1.09423898,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn7i-c56g1.14xlarge,A10,1,56,346,A10 24GB,4.21070113,1.31134748,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.48901313,0.7776242,ap-northeast-1,ap-northeast-1c,ecs.gn7i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,6.37914384,0.83689189,ap-northeast-1,ap-northeast-1c,ecs.gn8is,X86
ecs.gn8is-4x.16xlarge,L20,4,64,512,L20 48GB,12.74954814,1.66504438,ap-northeast-1,ap-northeast-1c,ecs.gn8is,X86
ecs.gn8is-8x.32xlarge,L20,8,128,1024,L20 48GB,23.17384596,3.02020314,ap-northeast-1,ap-northeast-1c,ecs.gn8is,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.91309444,0.29917478,ap-northeast-1,ap-northeast-1c,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,3.19394376,0.32725969,ap-northeast-1,ap-northeast-1c,ecs.gn8is,X86
ecs.sgn7i-vws-m2.xlarge,A10*1/12,1,4,15.5,A10*1/12 2GB,0.35840322,0.05419558,ap-northeast-1,ap-northeast-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m2s.xlarge,A10*1/12,1,4,8,A10*1/12 2GB,0.35840322,0.05419558,ap-northeast-1,ap-northeast-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4.2xlarge,A10*1/6,1,8,31,A10*1/6 4GB,0.63731878,0.20359891,ap-northeast-1,ap-northeast-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4s.2xlarge,A10*1/6,1,8,16,A10*1/6 4GB,0.63731878,0.20359891,ap-northeast-1,ap-northeast-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8.4xlarge,A10*1/3,1,16,62,A10*1/3 8GB,1.17954865,0.16094449,ap-northeast-1,ap-northeast-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8s.4xlarge,A10*1/3,1,16,32,A10*1/3 8GB,1.17954865,0.16094449,ap-northeast-1,ap-northeast-1c,ecs.sgn7i-vws,X86
ecs.ebmgn7e.32xlarge,A100 80G,8,128,1024,A100 80G 80GB,42.00488712,13.02756432,ap-northeast-2,ap-northeast-2a,ecs.ebmgn7e,X86
ecs.gn7e-c16g1.4xlarge,A100 80G,1,16,125,A100 80G 80GB,5.25828783,1.63611917,ap-northeast-2,ap-northeast-2a,ecs.gn7e,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.92177144,0.60211746,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.80555744,1.49609112,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn6i-c24g1.24xlarge,T4,4,96,372,T4 16GB,9.48375744,2.94633312,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.40642744,0.75236082,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.07269144,0.95890266,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.23687744,0.38980032,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.46512944,0.46055844,ap-southeast-1,ap-southeast-1a,ecs.gn6i,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.57540637,0.47114129,ap-southeast-1,ap-southeast-1a,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,2.823886,0.5158676,ap-southeast-1,ap-southeast-1a,ecs.gn8is,X86
ecs.sgn6i-vws-m2.xlarge,T4/8,1,4,10,T4/8 2GB,0.23704362,0.03884528,ap-southeast-1,ap-southeast-1a,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m4.2xlarge,T4/4,1,8,16,T4/4 4GB,0.56084539,0.08093951,ap-southeast-1,ap-southeast-1a,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m8.4xlarge,T4/2,1,16,32,T4/2 8GB,1.03897657,0.14309656,ap-southeast-1,ap-southeast-1a,ecs.sgn6i-vws,X86
ecs.sgn7i-vws-m2.xlarge,A10*1/12,1,4,15.5,A10*1/12 2GB,0.35606901,0.05431858,ap-southeast-1,ap-southeast-1a,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m2s.xlarge,A10*1/12,1,4,8,A10*1/12 2GB,0.35606901,0.05431858,ap-southeast-1,ap-southeast-1a,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4.2xlarge,A10*1/6,1,8,31,A10*1/6 4GB,0.63430265,0.09048896,ap-southeast-1,ap-southeast-1a,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4s.2xlarge,A10*1/6,1,8,16,A10*1/6 4GB,0.63430265,0.09048896,ap-southeast-1,ap-southeast-1a,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8.4xlarge,A10*1/3,1,16,62,A10*1/3 8GB,1.17632677,0.16095209,ap-southeast-1,ap-southeast-1a,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8s.4xlarge,A10*1/3,1,16,32,A10*1/3 8GB,1.17632677,0.16095209,ap-southeast-1,ap-southeast-1a,ecs.sgn7i-vws,X86
ecs.sgn8ga-wy-128g-m24.16xlarge,RTX 5880,1,64,128,RTX 5880 24GB,1.87769424,0.4202917,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-128g-x1.16xlarge,RTX 5880,1,64,128,RTX 5880 48GB,2.99894424,0.6669667,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-12g-m2.3large,RTX 5880,1,6,12,RTX 5880 2GB,0.16965444,0.04452294,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-16g-m2.2xlarge,RTX 5880,1,8,16,RTX 5880 2GB,0.23318964,0.05850068,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-16g-m4.2xlarge,RTX 5880,1,8,16,RTX 5880 4GB,0.30794424,0.0749467,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-256g-x1.16xlarge,RTX 5880,1,64,256,RTX 5880 48GB,3.74644884,0.83141771,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-256g-x2-ne.16xlarge,RTX 5880,2,64,256,RTX 5880 48GB,6.17581464,1.36587818,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-256g-x2.16xlarge,RTX 5880,2,64,256,RTX 5880 48GB,5.61518964,1.24254068,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-32g-m12.4xlarge,RTX 5880,1,16,32,RTX 5880 12GB,0.71906004,0.16539217,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-32g-m8.4xlarge,RTX 5880,1,16,32,RTX 5880 8GB,0.56956464,0.13250318,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-384g-x4-ne.24xlarge,RTX 5880,4,96,384,RTX 5880 48GB,11.93156004,2.63214217,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-384g-x4.24xlarge,RTX 5880,4,96,384,RTX 5880 48GB,10.84769424,2.3936917,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m12.8xlarge,RTX 5880,1,32,64,RTX 5880 12GB,0.92894424,0.2115667,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m16.8xlarge,RTX 5880,1,32,64,RTX 5880 16GB,1.05543504,0.23939467,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m24.8xlarge,RTX 5880,1,32,64,RTX 5880 24GB,1.50394884,0.33806771,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-m8.8xlarge,RTX 5880,1,32,64,RTX 5880 8GB,0.90564984,0.20644193,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-x1-ne.8xlarge,RTX 5880,1,32,64,RTX 5880 48GB,2.47568964,0.55185068,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-64g-x1.8xlarge,RTX 5880,1,32,64,RTX 5880 48GB,2.25143964,0.50251568,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.sgn8ga-wy-8g-m2.xlarge,RTX 5880,1,4,8,RTX 5880 2GB,0.15844884,0.04205771,ap-southeast-1,ap-southeast-1a,ecs.sgn8ga-wy,X86
ecs.gn6e-c12g1.3xlarge,V100,1,12,92,V100 32GB,3.81637344,1.18944408,ap-southeast-1,ap-southeast-1b,ecs.gn6e,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.92177144,0.60211746,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.80555744,1.49609112,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.24xlarge,T4,4,96,372,T4 16GB,9.48375744,2.94633312,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.40642744,0.75236082,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.07269144,0.95890266,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.23687744,0.38980032,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.46512944,0.46055844,ap-southeast-1,ap-southeast-1b,ecs.gn6i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,5.63853924,1.02250507,ap-southeast-1,ap-southeast-1b,ecs.gn8is,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.57540637,0.47114129,ap-southeast-1,ap-southeast-1b,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,2.823886,0.5158676,ap-southeast-1,ap-southeast-1b,ecs.gn8is,X86
ecs.sgn6i-vws-m2.xlarge,T4/8,1,4,10,T4/8 2GB,0.23704362,0.03884528,ap-southeast-1,ap-southeast-1b,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m4.2xlarge,T4/4,1,8,16,T4/4 4GB,0.56084539,0.08093951,ap-southeast-1,ap-southeast-1b,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m8.4xlarge,T4/2,1,16,32,T4/2 8GB,1.03897657,0.14309656,ap-southeast-1,ap-southeast-1b,ecs.sgn6i-vws,X86
ecs.gn6e-c12g1.3xlarge,V100,1,12,92,V100 32GB,3.81637344,1.18944408,ap-southeast-1,ap-southeast-1c,ecs.gn6e,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.92177144,0.60211746,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.80555744,1.49609112,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn6i-c24g1.24xlarge,T4,4,96,372,T4 16GB,9.48375744,2.94633312,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.40642744,0.75236082,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.07269144,0.95890266,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.23687744,0.38980032,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.46512944,0.46055844,ap-southeast-1,ap-southeast-1c,ecs.gn6i,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.64875544,0.8274825,ap-southeast-1,ap-southeast-1c,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.50219944,0.78205014,ap-southeast-1,ap-southeast-1c,ecs.gn7i,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.57540637,0.47114129,ap-southeast-1,ap-southeast-1c,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,2.823886,0.5158676,ap-southeast-1,ap-southeast-1c,ecs.gn8is,X86
ecs.sgn6i-vws-m2.xlarge,T4/8,1,4,10,T4/8 2GB,0.23704362,0.03884528,ap-southeast-1,ap-southeast-1c,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m4.2xlarge,T4/4,1,8,16,T4/4 4GB,0.56084539,0.08093951,ap-southeast-1,ap-southeast-1c,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m8.4xlarge,T4/2,1,16,32,T4/2 8GB,1.03897657,0.14309656,ap-southeast-1,ap-southeast-1c,ecs.sgn6i-vws,X86
ecs.vgn6i-m4-vws.xlarge,T4/4,1,4,23,T4/4 4GB,0.47514964,0.06979907,ap-southeast-1,ap-southeast-1c,ecs.vgn6i-vws,X86
ecs.vgn6i-m8-vws.2xlarge,T4/2,1,10,46,T4/2 8GB,0.85027633,0.11856554,ap-southeast-1,ap-southeast-1c,ecs.vgn6i-vws,X86
ecs.ebmgn8is.32xlarge,L20,8,128,1024,L20 48GB,20.17972206,1.82373389,ap-southeast-3,ap-southeast-3a,ecs.ebmgn8is,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.8823465,0.5892589,ap-southeast-3,ap-southeast-3a,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.35706663,0.7364221,ap-southeast-3,ap-southeast-3a,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.2249485,1.00546552,ap-southeast-3,ap-southeast-3a,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.2116665,0.3813481,ap-southeast-3,ap-southeast-3a,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.4352265,0.4506517,ap-southeast-3,ap-southeast-3a,ecs.gn6i,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.8823465,0.4205953,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.70858663,1.0423681,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn6i-c24g1.24xlarge,T4,4,96,372,T4 16GB,9.29294691,2.0509273,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.35706663,0.5250337,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,3.2249485,0.42646996,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.2116665,0.2730457,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.4352265,0.3222289,ap-southeast-3,ap-southeast-3b,ecs.gn6i,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.53469761,0.46305689,ap-southeast-3,ap-southeast-3b,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,2.78222186,0.50761124,ap-southeast-3,ap-southeast-3b,ecs.gn8is,X86
ecs.sgn6i-vws-m2.xlarge,T4/8,1,4,10,T4/8 2GB,0.25471538,0.04033965,ap-southeast-3,ap-southeast-3b,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m4.2xlarge,T4/4,1,8,16,T4/4 4GB,0.56696072,0.08093154,ap-southeast-3,ap-southeast-3b,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m8.4xlarge,T4/2,1,16,32,T4/2 8GB,1.06899818,0.14619643,ap-southeast-3,ap-southeast-3b,ecs.sgn6i-vws,X86
ecs.gn6e-c12g1.12xlarge,V100,4,48,368,V100 32GB,16.09533744,4.99592292,ap-southeast-5,ap-southeast-5a,ecs.gn6e,X86
ecs.gn6e-c12g1.3xlarge,V100,1,12,92,V100 32GB,4.03082544,0.89398056,ap-southeast-5,ap-southeast-5a,ecs.gn6e,X86
ecs.gn7e-c16g1.4xlarge,A100 80G,1,16,125,A100 80G 80GB,4.76746944,1.48428384,ap-southeast-5,ap-southeast-5a,ecs.gn7e,X86
ecs.gn7e-c16g1.8xlarge,A100 80G,2,32,250,A100 80G 80GB,9.52708944,2.95976604,ap-southeast-5,ap-southeast-5a,ecs.gn7e,X86
ecs.gn7i-2x.8xlarge,A10,2,32,128,A10 24GB,3.43576944,1.07145684,ap-southeast-5,ap-southeast-5a,ecs.gn7i,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,1.72180944,0.54012924,ap-southeast-5,ap-southeast-5a,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,1.62796944,0.51103884,ap-southeast-5,ap-southeast-5a,ecs.gn7i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,6.34258405,1.14923336,ap-southeast-5,ap-southeast-5a,ecs.gn8is,X86
ecs.gn8is-4x.16xlarge,L20,4,64,512,L20 48GB,12.67593894,2.28923715,ap-southeast-5,ap-southeast-5a,ecs.gn8is,X86
